Hearing Date and Time Start,ALJ,Case
2017-03-13T15:00:00,Gardner,15-004054
2017-03-14T09:00:00,Olivero,15-004154
2017-03-14T09:00:00,Galvin,15-004092
2017-03-14T09:00:00,Ballin,15-003341
2017-03-14T09:00:00,Cyrus,16-000830
2017-03-14T09:00:00,Cyrus,16-000850
2017-03-14T11:00:00,Galvin,15-004099
2017-03-14T11:00:00,Olivero,15-004185
2017-03-14T13:00:00,Yi,15-004195
2017-03-14T13:00:00,Ballin,16-000695
2017-03-14T13:00:00,Ballin,16-000696
2017-03-14T13:00:00,Cyrus,16-000582
2017-03-14T13:00:00,Haggerty,16-000907
2017-03-14T14:30:00,Ballin,15-004274
2017-03-14T15:00:00,Yi,15-004286
2017-03-15T09:00:00,Shapiro,16-000534
2017-03-15T09:00:00,Ballin,15-003534
2017-03-15T11:00:00,Shapiro,16-001722
2017-03-15T13:00:00,Maschek,16-001933
2017-03-15T15:00:00,Maschek,16-001938
2017-03-16T09:00:00,Cohen,16-002277
2017-03-16T09:00:00,Ballin,15-003539
2017-03-16T09:00:00,Cyrus,15-004442
2017-03-16T09:00:00,Haggerty,16-000326
2017-03-16T11:00:00,Cohen,15-002829
2017-03-16T13:00:00,Ballin,15-002237
2017-03-16T13:00:00,Cyrus,16-000970
2017-03-17T09:00:00,Olivero,16-000640
2017-03-17T11:00:00,Sherrod,16-001261
2017-03-20T09:00:00,White,16-001351
2017-03-20T13:00:00,Gardner,16-001539
2017-03-20T15:00:00,White,16-001352
2017-03-20T15:00:00,Gardner,16-001547
2017-03-21T09:00:00,Galvin,16-001638
2017-03-21T09:00:00,Olivero,16-001749
2017-03-21T09:00:00,Ballin,16-000209
2017-03-21T09:00:00,Cyrus,16-000386
2017-03-21T09:00:00,Haggerty,16-000330
2017-03-21T11:00:00,Galvin,16-001658
2017-03-21T11:00:00,Olivero,16-001777
2017-03-21T13:00:00,Yi,16-001949
2017-03-21T13:00:00,Ballin,15-003276
2017-03-21T13:00:00,Haggerty,16-000076
2017-03-21T13:00:00,Cyrus,16-002111
2017-03-21T14:30:00,Haggerty,16-000761
2017-03-21T15:00:00,Yi,16-001951
2017-03-21T15:00:00,Ballin,15-002182
2017-03-21T15:00:00,Cyrus,15-002161
2017-03-22T09:00:00,Shapiro,16-001978
2017-03-22T09:00:00,Cyrus,15-004208
2017-03-22T09:00:00,Haggerty,15-002821
2017-03-22T11:00:00,Shapiro,16-002009
2017-03-22T13:00:00,Cyrus,15-003601
2017-03-22T13:00:00,Haggerty,16-000399
2017-03-23T09:00:00,Ballin,15-004346
2017-03-23T09:00:00,Cyrus,16-000714
2017-03-23T09:00:00,Haggerty,16-000959
2017-03-23T13:00:00,Cyrus,16-001226
2017-03-23T13:00:00,Ballin,15-004341
2017-03-23T13:00:00,Haggerty,16-001998
2017-03-23T14:30:00,Cyrus,16-000671
2017-03-23T15:00:00,Ballin,15-004423
2017-03-24T09:00:00,Sherrod,16-002140
2017-03-24T11:00:00,Sherrod,16-002331
2017-03-27T11:00:00,White,15-003456
2017-03-27T13:00:00,Gardner,15-003495
2017-03-27T15:00:00,Gardner,15-003508
2017-03-28T09:00:00,Galvin,15-003630
2017-03-28T09:00:00,Olivero,16-000570
2017-03-28T09:00:00,Ballin,16-001042
2017-03-28T09:00:00,Cyrus,16-001641
2017-03-28T09:00:00,Haggerty,16-000899
2017-03-28T10:30:00,Cyrus,16-000977
2017-03-28T11:00:00,Galvin,15-003827
2017-03-28T11:00:00,Olivero,16-000872
2017-03-28T13:00:00,Yi,16-001071
2017-03-28T13:00:00,Ballin,15-004385
2017-03-28T13:00:00,Cyrus,15-002997
2017-03-28T15:00:00,Yi,16-001085
2017-03-29T09:00:00,Shapiro,16-001712
2017-03-29T09:00:00,Ballin,15-002817
2017-03-29T09:00:00,Haggerty,16-000185
2017-03-29T09:00:00,Cyrus,15-002994
2017-03-29T11:00:00,Shapiro,16-001871
2017-03-29T13:00:00,Maschek,16-001982
2017-03-29T13:00:00,Ballin,16-001481
2017-03-29T13:00:00,Haggerty,16-000781
2017-03-29T15:00:00,Maschek,16-001740
2017-03-30T09:00:00,Thielen,16-001604
2017-03-30T09:00:00,Haggerty,15-004360
2017-03-30T09:00:00,Ballin,16-002099
2017-03-30T09:00:00,Ballin,16-002100
2017-03-30T11:00:00,Thielen,16-000489
2017-03-30T13:00:00,Ballin,15-003390
2017-03-30T13:00:00,Cyrus,15-003522
2017-03-30T13:00:00,Haggerty,16-001751
2017-03-31T09:00:00,Sherrod,16-001087
2017-03-31T11:00:00,Sherrod,15-004349
2017-04-04T09:00:00,Ballin,15-002347
2017-04-04T09:00:00,Cyrus,15-002268
2017-04-04T09:00:00,Haggerty,15-003266
2017-04-04T10:30:00,Cyrus,15-002832
2017-04-04T13:00:00,Ballin,15-003064
2017-04-04T13:00:00,Cyrus,16-002112
2017-04-04T13:00:00,Haggerty,16-001127
2017-04-04T14:00:00,Cyrus,16-002088
2017-04-04T14:30:00,Haggerty,16-000698
2017-04-05T09:00:00,Cyrus,16-000898
2017-04-05T09:00:00,Haggerty,15-004205
2017-04-05T09:00:00,Ballin,16-000920
2017-04-05T09:00:00,Cyrus,16-000839
2017-04-05T09:00:00,Haggerty,16-000645
2017-04-05T13:00:00,Ballin,15-003222
2017-04-05T13:00:00,Cyrus,15-003213
2017-04-06T09:00:00,Ballin,16-000560
2017-04-06T10:30:00,Ballin,16-001898
2017-04-06T10:30:00,Cyrus,16-002000
2017-04-06T10:30:00,Haggerty,15-004220
2017-04-06T13:00:00,Ballin,15-003927
2017-04-06T13:00:00,Cyrus,16-002049
2017-04-06T13:00:00,Haggerty,16-002244
2017-04-11T09:00:00,Ballin,16-002040
2017-04-11T09:00:00,Haggerty,16-001870
2017-04-11T13:00:00,Ballin,16-000861
2017-04-11T13:00:00,Haggerty,15-003264
2017-04-12T09:00:00,Ballin,16-002042
2017-04-12T09:00:00,Haggerty,16-001437
2017-04-12T10:30:00,Ballin,15-003499
2017-04-12T10:30:00,Haggerty,15-004165
2017-04-12T13:00:00,Ballin,16-001468
2017-04-12T13:00:00,Haggerty,16-000475
2017-04-13T09:00:00,Haggerty,16-000536
2017-04-13T13:00:00,Haggerty,16-000454
2017-04-13T15:00:00,Haggerty,15-004161
2017-04-17T09:00:00,White,15-004098
2017-04-17T09:00:00,White,16-000097
2017-04-17T13:00:00,Gardner,16-001829
2017-04-17T15:00:00,Gardner,16-002229
2017-04-18T11:00:00,Olivero,16-000528
2017-04-18T13:00:00,Yi,15-004296
2017-04-18T15:00:00,Yi,15-003613
2017-04-18T21:00:00,Olivero,15-004036
2017-04-19T09:00:00,Shapiro,15-004035
2017-04-19T11:00:00,Shapiro,15-002655
2017-04-19T13:00:00,Maschek,16-000381
2017-04-19T15:00:00,Maschek,15-002685
2017-04-20T09:00:00,Thielen,15-003344
2017-04-20T11:00:00,Thielen,15-004097
2017-04-21T09:00:00,Sherrod,15-003829
2017-04-21T11:00:00,Sherrod,15-003830
2017-04-24T09:00:00,White,15-003191
2017-04-24T09:00:00,Haymaker,16-000282
2017-04-24T11:00:00,Haymaker,16-000331
2017-04-24T11:00:00,White,16-000556
2017-04-24T13:00:00,Gardner,16-000621
2017-04-24T15:00:00,Gardner,16-000675
2017-04-25T09:00:00,Olivero,16-000782
2017-04-25T11:00:00,Olivero,16-000685
2017-04-25T13:00:00,Yi,16-000756
2017-04-25T15:00:00,Yi,16-000858
2017-04-26T09:00:00,Shapiro,16-000866
2017-04-26T11:00:00,Shapiro,16-001258
2017-04-26T13:00:00,Maschek,16-001293
2017-04-26T15:00:00,Maschek,16-001372
2017-04-27T11:00:00,Thielen,16-001448
2017-04-27T11:00:00,Thielen,16-001597
2017-04-28T09:00:00,Sherrod,16-001600
2017-04-28T09:00:00,Sherrod,16-001662
2017-06-15T09:00:00,Haggerty,15-004441
2017-06-20T14:30:00,Cyrus,15-003196
